,words,tag
26560,여수,NNG
26561,가,JKS
26562,볼,VV+ETM
26563,만,NNB
26564,한,XSA+ETM
26565,곳,NNB
26566,제주,NNP
26567,도,JX
26568,여행,NNG
26569,제주도,NNP
26570,가,JKS
26571,볼,VV+ETM
26572,만,NNB
26573,한,XSA+ETM
26574,곳,NNG
26575,여행,NNG
26576,전문,NNG
26577,인,VCP+ETM
26578,플,NNG
26579,루,JKB
26580,언서,NNG
26581,전,NNG
26582,주달,NNG
26583,봉이,NNG
26584,입니다,VCP+EF
26585,전주,NNG
26586,여행,NNG
26587,코스,NNG
26588,는,JX
26589,한옥,NNG
26590,마을,NNG
26591,에서부터,JKB
26592,시작,NNG
26593,을,JKO
26594,1,SN
26595,박,NNBC
26596,2,SN
26597,일,NNBC
26598,전주,NNG
26599,여행,NNG
26600,~.~,SY
26601,질문,NNG
26602,하,XSV
26603,신,EP+ETM
26604,전주,NNG
26605,여행,NNG
26606,일정,NNG
26607,관련,NNG
26608,답변,NNG
26609,드리,VV
26610,도록,EC
26611,하,VX
26612,겠,EP
26613,습니다,EF
26614,여행,NNG
26615,가실,NNG
26616,때,NNG
26617,계획,NNG
26618,짜,VV
26619,기,ETN
26620,너무,MAG
26621,귀찮,VA
26622,죠,EF
26623,제,NP
26624,가,JKS
26625,전주,NNP
26626,에서,JKB
26627,즐길,VV+ETM
26628,수,NNB
26629,있,VV
26630,는,ETM
26631,1,SN
26632,박,NNBC
26633,2,SN
26634,일,NNBC
26635,여행,NNG
26636,을,JKO
26637,준비,NNG
26638,해,XSV+EC
26639,보,VX
26640,았,EP
26641,어요,EF
26642,아래,NNG
26643,일정,NNG
26644,을,JKO
26645,참고,NNG
26646,해,XSV+EC
26647,보,VX
26648,시,EP
26649,고,EC
26650,즐거운,VA+ETM
26651,여행,NNG
26652,되,XSV
26653,시,EP
26654,길,ETN+JKO
26655,바라,VV
26656,요,EC
26657,1,SN
26658,일,NNBC
26659,차,NNG
26660,초등,NNG
26661,6,SN
26662,학년,NNG
26663,210,SN
26664,명,NNBC
26665,전주,NNG
26666,일,NR
26667,대,NNBC
26668,1,SN
26669,박,NNBC
26670,2,SN
26671,일,NNBC
26672,수학여행,NNG
26673,코스,NNG
26674,전주,NNG
26675,관광,NNG
26676,에,JKB
26677,달인,NNG
26678,이,VCP
26679,신,EP+ETM
26680,전,MM
26681,주달,NNG
26682,봉이,NNG
26683,님,XSN
26684,께서,JKS
26685,코스,NNG
26686,추천,NNG
26687,을,JKO
26688,해,VV+EC
26689,주,VX
26690,시,EP
26691,면,EC
26692,대단히,MAG
26693,감사,NNG
26694,드리,VV
26695,겠,EP
26696,습니다,EF
26697,전주,NNG
26698,여행,NNG
26699,전주,NNG
26700,맛집,NNG
26701,국내,NNG
26702,여행,NNG
26703,전,NNG
26704,주달,NNG
26705,봉,NNG
26706,이,JKS
26707,달,NNG
26708,봉,NNG
26709,티비,NNG
26710,전주,NNG
26711,여행,NNG
26712,코스,NNG
26713,전주,NNG
26714,가,JKS
26715,볼,VV+ETM
26716,만,NNB
26717,한,XSA+ETM
26718,곳,NNG
26719,여수,NNG
26720,여행,NNG
26721,여수,NNG
26722,가,JKS
26723,볼,VV+ETM
26724,만,NNB
26725,한,XSA+ETM
26726,곳,NNB
26727,제주,NNP
26728,도,JX
26729,여행,NNG
26730,1,SN
26731,박,NNBC
26732,2,SN
26733,일,NNBC
26734,전주,NNP
26735,혼자,NNG
26736,여행,NNG
26737,코스,NNG
26738,질문,NNG
26739,하,XSV
26740,신,EP+ETM
26741,전주,NNG
26742,여행,NNG
26743,정보,NNG
26744,정리,NNG
26745,해,XSV+EC
26746,봤,VX+EP
26747,습니다,EF
26748,참고,NNG
26749,해,XSV+EC
26750,주,VX
26751,세요,EP+EF
26752,전,MM
26753,주,NNG
26754,에서,JKB
26755,가,VV
26756,볼,EC+VX+ETM
26757,만,NNB
26758,한,XSA+ETM
26759,곳,NNB
26760,덕진,NNP
26761,공원,NNG
26762,추천,NNP
26763,덕진,NNP
26764,공원,NNG
26765,이,JKS
26766,전주,NNP
26767,터미널,NNG
26768,에서,JKB
26769,가장,MAG
26770,가까운,VA+ETM
26771,곳,NNG
26772,이,VCP
26773,에요,EF
26774,산책,NNG
26775,하,XSV
26776,기,ETN
26777,에,JKB
26778,좋,VA
26779,은,ETM
26780,호수,NNG
26781,공원,NNG
26782,이,VCP
26783,에요,EF
26784,덕진,NNP
26785,공원,NNG
26786,을,JKO
26787,생략,NNG
26788,하,XSV
26789,고,EC
26790,곧바로,MAG
26791,남부,NNG
26792,시장,NNG
26793,과,JC
26794,전주,NNG
26795,여행,NNG
26796,갈,VV+ETM
26797,곳,NNB
26798,",",SC
26799,전시회,NNG
26800,추천,NNG
26801,제,NP
26802,가,JKS
26803,이번,NNG
26804,달,NNG
26805,말,NNG
26806,에,JKB
26807,남자,NNG
26808,친구,NNG
26809,랑,JKB
26810,전주,NNG
26811,여행,NNG
26812,을,JKO
26813,가,VV
26814,는데요,EC
26815,전주,NNP
26816,한옥마을,NNP
26817,만,JX
26818,가,VV
26819,기,ETN
26820,엔,JKB+JX
26821,그래서,MAJ
26822,갈만,NNG
26823,한,XSA+ETM
26824,곳,NNG
26825,공방,NNG
26826,전시회,NNG
26827,같,VA
26828,은,ETM
26829,거,NNB
26830,있,VA
26831,음,ETN
26832,추천,NNG
26833,부탁,NNG
26834,드려요,VV+EC
26835,안녕,NNG
26836,하,XSV
26837,세요,EP+EF
26838,질문,NNG
26839,하,XSV
26840,신,EP+ETM
26841,전주,NNG
26842,여행,NNG
26843,관련,NNG
26844,답변,NNG
26845,드리,VV
26846,도록,EC
26847,하,VX
26848,겠,EP
26849,습니다,EF
26850,전,NP+JX
26851,주로,MAG
26852,놀,VV
26853,러,EC
26854,가,VX
26855,시,EP
26856,나,EC
26857,봅니다,VX+EC
26858,전주,NNG
26859,여행,NNG
26860,코스,NNG
26861,추천,NNG
26862,안녕,NNG
26863,하,XSV
26864,세요,EP+EF
26865,여자,NNG
26866,친구,NNG
26867,랑,JKB
26868,전주,NNG
26869,여행,NNG
26870,을,JKO
26871,갈,VV+ETM
26872,예정,NNG
26873,인데,VCP+EC
26874,숙소,NNG
26875,를,JKO
26876,전주,NNP
26877,더클래식,NNP
26878,호텔,NNG
26879,로,JKB
26880,잡,VV
26881,고,EC
26882,1,SN
26883,박,NNBC
26884,2,SN
26885,일,NNBC
26886,일정,NNG
26887,으로,JKB
26888,여행,NNG
26889,을,JKO
26890,가,VV
26891,게,EC
26892,되,VV
26893,었,EP
26894,습니다,EF
26895,근데,MAJ
26896,금요일,NNG
26897,오후,NNG
26898,5,SN
26899,시,NNBC
26900,쯤,XSN
26901,전주,NNG
26902,에,JKB
26903,도착,NNG
26904,예정,NNG
26905,이,VCP
26906,고,EC
26907,자,NNG
26908,가,JKS
26909,차,NNG
26910,가,JKS
26911,없,VA
26912,어,EC
26913,이동,NNG
26914,수단,NNG
26915,을,JKO
26916,대중교통,NNG
26917,과,JC
26918,택시,NNG
26919,로,JKB
26920,할,VV+ETM
26921,예정,NNG
26922,입니다,VCP+EC
26923,전주,NNG
26924,여행,NNG
26925,각각,MAG
26926,거리,NNG
26927,가,JKS
26928,가까운지,VA+EC
26929,알,VV
26930,고,EC
26931,싶,VX
26932,어요,EF
26933,추석,NNG
26934,에,JKB
26935,여행,NNG
26936,예정,NNG
26937,입니다,VCP+EF
26938,그,MM
26939,외,NNB
26940,갈만,NNG
26941,한,XSA+ETM
26942,곳,NNG
26943,추천,NNG
26944,해,XSV+EC
26945,주,VX
26946,세요,EP+EF
26947,전주,NNG
26948,여행,NNG
26949,전주,NNG
26950,맛집,NNG
26951,국내,NNG
26952,여행,NNG
26953,전,NNG
26954,주달,NNG
26955,봉,NNG
26956,이,JKS
26957,달,NNG
26958,봉,NNG
26959,티비,NNG
26960,전주,NNG
26961,여행,NNG
26962,코스,NNG
26963,전주,NNG
26964,가,JKS
26965,볼,VV+ETM
26966,만,NNB
26967,한,XSA+ETM
26968,곳,NNG
26969,여수,NNG
26970,여행,NNG
26971,여수,NNG
26972,가,JKS
26973,볼,VV+ETM
26974,만,NNB
26975,한,XSA+ETM
26976,곳,NNB
26977,제주,NNP
26978,도,JX
26979,여행,NNG
26980,전주,NNG
26981,여행,NNG
26982,갈만,NNG
26983,한,XSA+ETM
26984,곳,NNB
26985,있,VA
26986,을까요,EF
26987,?,SF
26988,전주,NNG
26989,여행,NNG
26990,전주,NNG
26991,맛집,NNG
26992,국내,NNG
26993,여행,NNG
26994,전,NNG
26995,주달,NNG
26996,봉,NNG
26997,이,JKS
26998,달,NNG
26999,봉,NNG
27000,티비,NNG
27001,전주,NNG
27002,여행,NNG
27003,코스,NNG
27004,전주,NNG
27005,가,JKS
27006,볼,VV+ETM
27007,만,NNB
27008,한,XSA+ETM
27009,곳,NNG
27010,여수,NNG
27011,여행,NNG
27012,여수,NNG
27013,가,JKS
27014,볼,VV+ETM
27015,만,NNB
27016,한,XSA+ETM
27017,곳,NNB
27018,제주,NNP
27019,도,JX
27020,여행,NNG
27021,제주도,NNP
27022,가,JKS
27023,볼,VV+ETM
27024,만,NNB
27025,한,XSA+ETM
27026,곳,NNG
27027,여행,NNG
27028,전문,NNG
27029,인,VCP+ETM
27030,플,NNG
27031,루,JKB
27032,언서,NNG
27033,전,NNG
27034,주달,NNG
27035,봉이,NNG
27036,입니다,VCP+EF
27037,전주,NNG
27038,여행,NNG
27039,코스,NNG
27040,는,JX
27041,한옥,NNG
27042,마을,NNG
27043,에서부터,JKB
27044,전주,NNG
27045,여행,NNG
27046,코스,NNG
27047,전주,NNG
27048,여행,NNG
27049,일정,NNG
27050,에,JKB
27051,질,VV+ETM
27052,문자,NNG
27053,님,XSN
27054,께서,JKS
27055,봐둔,VV+EC+VX+ETM
27056,곳,NNB
27057,모두,MAG
27058,반양,NNG
27059,하,XSV
27060,기,ETN
27061,에,JKB
27062,시간,NNG
27063,상,XSN
27064,무리,NNG
27065,가,JKS
27066,있,VV
27067,을,ETM
27068,거,NNB
27069,같,VA
27070,아,EC
27071,꼭,MAG
27072,가,VV
27073,고,EC
27074,싶,VX
27075,은,ETM
27076,곳,NNG
27077,을,JKO
27078,넣,VV
27079,어,EC
27080,일정,NNG
27081,을,JKO
27082,만들,VV
27083,어,EC
27084,보,VX
27085,았,EP
27086,습니다,EF
27087,1,SN
27088,일,NNBC
27089,차,NNG
27090,가운데,NNG
27091,집,NNG
27092,점심,NNG
27093,전주,NNG
27094,한지,XSA+EC
27095,박물관,NNG
27096,관광,NNG
27097,전주,NNG
27098,수목원,NNG
27099,관광,NNG
27100,오목,MAG
27101,대,XPN
27102,관광,NNG
27103,교동,NNP
27104,다윈,NNP
27105,전주,NNG
27106,여행,NNG
27107,추천,NNG
27108,부탁,NNG
27109,드립니다,VV+EC
27110,2,SN
27111,월,NNBC
27112,12,SN
27113,13,SN
27114,일,NNBC
27115,에,JKB
27116,전주,NNG
27117,여행,NNG
27118,할려구,VV+EC
27119,합니다,VX+EC
27120,1,SN
27121,박,NNBC
27122,2,SN
27123,일,NNBC
27124,가,VV
27125,볼,EC+VX+ETM
27126,만,NNB
27127,한,XSA+ETM
27128,곳,NNG
27129,이랑,JC
27130,맛집,NNG
27131,추천,NNG
27132,부탁,NNG
27133,드립니다,VV+EC
27134,감사,NNG
27135,합니다,XSV+EF
27136,전주,NNG
27137,맛집,NNG
27138,여행,NNG
27139,전,NNG
27140,주달,NNG
27141,봉,NNG
27142,이,JKS
27143,달,NNG
27144,봉,NNG
27145,티비,NNG
27146,전주,NNG
27147,여행,NNG
27148,코스,NNG
27149,전주,NNG
27150,가,JKS
27151,볼,VV+ETM
27152,만,NNB
27153,한,XSA+ETM
27154,곳,NNG
27155,여행,NNG
27156,인,VCP+ETM
27157,플,NNG
27158,루,JKB
27159,언서,NNG
27160,전,NNG
27161,주달,NNG
27162,봉이,NNG
27163,입니다,VCP+EF
27164,전주,NNG
27165,여행,NNG
27166,강아지,NNG
27167,와,JKB
27168,함께,MAG
27169,전주,NNG
27170,여행,NNG
27171,가능,NNG
27172,한,XSA+ETM
27173,곳,NNB
27174,ㅜ,UNKNOWN
27175,전주,NNG
27176,여행,NNG
27177,갈,VV+ETM
27178,껀,NNB+JX
27179,데요,EF
27180,강아지,NNG
27181,같이,MAG
27182,동반,NNG
27183,할,XSV+ETM
27184,꺼,NNB+VCP
27185,라서요,EF
27186,혹시,MAG
27187,강아지,NNG
27188,같이,JKB
27189,갈,VV+ETM
27190,수,NNB
27191,있,VV
27192,는,ETM
27193,곳,NNB
27194,좀,MAG
27195,알려,VV+EC
27196,주,VX
27197,세요,EP+EF
27198,맛집,NNG
27199,이랑,JKB
27200,관광,NNG
27201,징,NNG
27202,반려,NNG
27203,동물,NNG
27204,1,SN
27205,등,NNBC
27206,여행,NNG
27207,앱,NNG
27208,반려,NNG
27209,생활,NNG
27210,입니다,VCP+EF
27211,하늘,NNG
27212,이,JKS
27213,맑,VA
27214,은,ETM
27215,가을,NNG
27216,에,JKB
27217,전주,NNG
27218,여행,NNG
27219,을,JKO
27220,떠나,VV
27221,시,EP
27222,는군요,EC
27223,강아지,NNG
27224,랑,JKB
27225,함께,MAG
27226,더,MAG
27227,좋,VA
27228,은,ETM
27229,추억,NNG
27230,광주,NNP
27231,에서,JKB
27232,전주,NNG
27233,2,SN
27234,박,NNBC
27235,3,SN
27236,일,NNBC
27237,여행,NNG
27238,감사,NNG
27239,하,XSV
27240,겠,EP
27241,습니다,EF
27242,전주,NNG
27243,여행,NNG
27244,전주,NNG
27245,맛집,NNG
27246,국내,NNG
27247,여행,NNG
27248,전,NNG
27249,주달,NNG
27250,봉,NNG
27251,이,JKS
27252,달,NNG
27253,봉,NNG
27254,티비,NNG
27255,전주,NNG
27256,여행,NNG
27257,코스,NNG
27258,전주,NNG
27259,가,JKS
27260,볼,VV+ETM
27261,만,NNB
27262,한,XSA+ETM
27263,곳,NNG
27264,여수,NNG
27265,여행,NNG
27266,여수,NNG
27267,가,JKS
27268,볼,VV+ETM
27269,만,NNB
27270,한,XSA+ETM
27271,곳,NNB
27272,제주,NNP
27273,도,JX
27274,여행,NNG
27275,제주도,NNP
27276,가,JKS
27277,볼,VV+ETM
27278,만,NNB
27279,한,XSA+ETM
27280,곳,NNG
27281,여행,NNG
27282,전문,NNG
27283,인,VCP+ETM
27284,플,NNG
27285,루,JKB
27286,언서,NNG
27287,전,NNG
27288,주달,NNG
27289,봉이,NNG
27290,입니다,VCP+EF
27291,버스,NNG
27292,터미널,NNG
27293,에서,JKB
27294,내리,VV
27295,셔서,EP+EC
27296,전주,NNG
27297,여행,NNG
27298,코스,NNG
27299,좀,MAG
27300,짜,VV+EC
27301,주,VX
27302,세요,EP+EF
27303,~,SY
27304,질문,NNG
27305,하,XSV
27306,신,EP+ETM
27307,전주,NNG
27308,여행,NNG
27309,일정,NNG
27310,관련,NNG
27311,답변,NNG
27312,드리,VV
27313,도록,EC
27314,하,VX
27315,겠,EP
27316,습니다,EF
27317,친정,NNG
27318,어머니,NNG
27319,와,JC
27320,딸,NNG
27321,과,JKB
27322,다,MAG
27323,함께,MAG
27324,하,VV
27325,는,ETM
27326,여행,NNG
27327,듣,VV
27328,기,ETN
27329,만,JX
27330,해도,VV+EC
27331,설레,VV
27332,네요,EC
27333,아래,NNG
27334,세,MM
27335,분,NNBC
27336,께서,JKS
27337,모두,MAG
27338,즐길,VV+ETM
27339,수,NNB
27340,있,VV
27341,는,ETM
27342,여행,NNG
27343,일정,NNG
27344,을,JKO
27345,준비,NNG
27346,해,XSV+EC
27347,보,VX
27348,았,EP
27349,어요,EF
27350,참고,NNG
27351,해,XSV+EC
27352,보,VX
27353,시,EP
27354,고,EC
27355,여행,NNG
27356,에,JKB
27357,도움,NNG
27358,되,XSV
27359,셨,EP+EP
27360,으면,EC
27361,[,SSO
27362,추천,NNG
27363,해,XSV+EC
27364,주,VX
27365,세요,EP+EF+VCP
27366,],SSC
27367,전주,NNG
27368,당일치기,NNG
27369,여행,NNG
27370,추천,NNG
27371,해,XSV+EC
27372,주,VX
27373,세요,EP+EF
27374,전주,NNG
27375,당일치기,NNG
27376,여행,NNG
27377,전주,NNG
27378,여행,NNG
27379,전주,NNG
27380,맛집,NNG
27381,국내,NNG
27382,여행,NNG
27383,전,NNG
27384,주달,NNG
27385,봉,NNG
27386,이,JKS
27387,달,NNG
27388,봉,NNG
27389,티비,NNG
27390,전주,NNG
27391,여행,NNG
27392,코스,NNG
27393,전주,NNG
27394,가,JKS
27395,볼,VV+ETM
27396,만,NNB
27397,한,XSA+ETM
27398,곳,NNG
27399,여수,NNG
27400,여행,NNG
27401,여수,NNG
27402,가,JKS
27403,볼,VV+ETM
27404,만,NNB
27405,한,XSA+ETM
27406,곳,NNB
27407,제주,NNP
27408,도,JX
27409,여행,NNG
27410,제주도,NNP
27411,가,JKS
27412,볼,VV+ETM
27413,만,NNB
27414,한,XSA+ETM
27415,곳,NNG
27416,여행,NNG
27417,전문,NNG
27418,인,VCP+ETM
27419,플,NNG
27420,루,JKB
27421,언서,NNG
27422,전,NNG
27423,주달,NNG
27424,봉이,NNG
27425,입니다,VCP+EC
27426,전주,NNG
27427,여행,NNG
27428,팀조,NNP
27429,뮤,NNG
27430,ㅠ,UNKNOWN
27431,전주,NNG
27432,여행,NNG
27433,1,SN
27434,박,NNBC
27435,2,SN
27436,일,NNBC
27437,가,VV
27438,는데,EC
27439,가,VX
27440,기,ETN
27441,좋,VA
27442,은,ETM
27443,곳,NNG
27444,이랑,JC
27445,맛집,NNG
27446,좀,MAG
27447,알려,VV+EC
27448,주,VX
27449,세요,EP+EF
27450,안녕,IC
27451,하,VV
27452,세요,EP+EF
27453,서울,NNP
27454,지방,NNG
27455,변호,NNG
27456,사회,NNG
27457,소속,NNG
27458,으로,JKB
27459,지식,NNG
27460,iN,SL
27461,법률,NNG
27462,상담,NNG
27463,을,JKO
27464,진행,NNG
27465,하,XSV
27466,고,EC
27467,있,VX
27468,는,ETM
27469,김선용,NNP
27470,변호사,NNG
27471,입니다,VCP+EF
27472,알아보,VV
27473,는,ETM
27474,것,NNB
27475,이,JKS
27476,어려우,VA
27477,시,EP
27478,다면,EC
27479,인,NNG
27480,스타,NNG
27481,그램,NNG
27482,에,JKB
27483,전주,NNG
27484,라고,VCP+EC
27485,검색,NNG
27486,하,XSV
27487,셔서,EP+EC
27488,전주,NNP
27489,한옥마을,NNP
27490,여행,NNG
27491,준비,NNG
27492,중,NNB
27493,입니다,VCP+EF
27494,대여,NNG
27495,는,JX
27496,천차만별,NNG
27497,입니다,VCP+EF
27498,기본,NNG
27499,금액,NNG
27500,은,JX
27501,10000,SN
27502,원,NNBC
27503,부터,JX
27504,시작,NNG
27505,합니다,XSV+EF
27506,시간,NNG
27507,과,JC
27508,한복,NNG
27509,에,JKB
27510,따라서,VV+EC
27511,가격,NNG
27512,이,JKS
27513,다릅니다,VA+EC
27514,전주,NNG
27515,여행,NNG
27516,전주,NNG
27517,맛집,NNG
27518,국내,NNG
27519,여행,NNG
27520,전,NNG
27521,주달,NNG
27522,봉,NNG
27523,이,JKS
27524,달,NNG
27525,봉,NNG
27526,티비,NNG
27527,전주,NNG
27528,여행,NNG
27529,코스,NNG
27530,전주,NNG
27531,가,JKS
27532,볼,VV+ETM
27533,만,NNB
27534,한,XSA+ETM
27535,곳,NNG
27536,여수,NNG
27537,여행,NNG
27538,여수,NNG
27539,가,JKS
27540,볼,VV+ETM
27541,만,NNB
27542,한,XSA+ETM
27543,곳,NNB
27544,제주,NNP
27545,도,JX
27546,여행,NNG
27547,고등학교,NNG
27548,친구,NNG
27549,들,XSN
27550,과,JC
27551,전주,NNG
27552,여행,NNG
27553,당일치기,NNG
27554,지금,MAG
27555,고등학교,NNG
27556,3,SN
27557,학년,NNG
27558,친구,NNG
27559,들,XSN
27560,과,JKB
27561,함께,MAG
27562,4,SN
27563,월,NNBC
27564,달,NNG
27565,에,JKB
27566,전주,NNG
27567,여행,NNG
27568,을,JKO
27569,당일,NNG
27570,치,VV
27571,기,ETN
27572,로,JKB
27573,갈,VV+ETM
27574,예정,NNG
27575,인데,VCP+EC
27576,부모,NNG
27577,님,XSN
27578,께,JKB
27579,뭐,NP
27580,라고,VCP+EC
27581,말씀,NNG
27582,드리,VV
27583,면,EC
27584,허락,NNG
27585,을,JKO
27586,받,VV
27587,을,ETM
27588,수,NNB
27589,있,VV
27590,을까요,EC
27591,고등학교,NNG
27592,시절,NNG
27593,친구,NNG
27594,들,XSN
27595,과,JKB
27596,의,JKG
27597,소중,XR
27598,한,XSA+ETM
27599,추억,NNG
27600,을,JKO
27601,만들,VV
27602,기,ETN
27603,위해,VV+EC
27604,전주,NNG
27605,여행,NNG
27606,을,JKO
27607,다녀오,VV
27608,기,ETN
27609,로,JKB
27610,했,VV+EP
27611,습니다,EF
27612,전주,NNG
27613,는,JX
27614,전,NP+JX
27615,주로,MAG
27616,휴가,NNG
27617,갈,VV+ETM
27618,건데,NNB+VCP+EC
27619,여행,NNG
27620,코스,NNG
27621,추천,NNG
27622,해,XSV+EC
27623,주,VX
27624,세요,EP+EF
27625,위,NNG
27626,의,JKG
27627,일정,NNG
27628,은,JX
27629,참고,NNG
27630,용,XSN
27631,으로,JKB
27632,제시,NNG
27633,한,XSV+ETM
27634,것,NNB
27635,이,VCP
27636,며,EC
27637,여행,NNG
27638,일정,NNG
27639,에,JKB
27640,따라,VV+EC
27641,조정,NNG
27642,할,XSV+ETM
27643,수,NNB
27644,있,VV
27645,습니다,EF
27646,또한,MAJ
27647,음식점,NNG
27648,의,JKG
27649,웨이팅,NNG
27650,시간,NNG
27651,은,JX
27652,방문,NNG
27653,시간,NNG
27654,과,JC
27655,요일,NNG
27656,에,JKB
27657,따라,VV+EC
27658,달라질,VV+ETM
27659,수,NNB
27660,있,VV
27661,으니,EC
27662,참고,NNG
27663,해,XSV+EC
27664,주,VX
27665,세요,EP+EF
27666,즐거운,VA+ETM
27667,전주,NNG
27668,여행,NNG
27669,되,XSV
27670,시,EP
27671,길,ETN+JKO
27672,바랍니다,VV+EC
27673,여자,NNG
27674,2,SN
27675,명,NNBC
27676,이,XSN
27677,서,JKS
27678,2,SN
27679,박,NNBC
27680,3,SN
27681,일,NNBC
27682,로,JKB
27683,전주,NNG
27684,여행,NNG
27685,질문,NNG
27686,2,SN
27687,박,NNBC
27688,3,SN
27689,일,NNBC
27690,로,JKB
27691,전주,NNG
27692,를,JKO
27693,여행,NNG
27694,하,XSV
27695,신다면,EP+EC
27696,다음,NNG
27697,과,JKB
27698,같,VA
27699,은,ETM
27700,일정,NNG
27701,을,JKO
27702,추천,NNG
27703,해,XSV+EC
27704,드립니다,VX+EC
27705,Day,SL
27706,1,SN
27707,전주,NNP
27708,한옥마을,NNP
27709,전통,NNG
27710,한옥,NNG
27711,건물,NNG
27712,과,JC
27713,전통,NNG
27714,문화,NNG
27715,를,JKO
27716,경험,NNG
27717,할,XSV+ETM
27718,수,NNB
27719,있,VV
27720,는,ETM
27721,곳,NNB
27722,입니다,VCP+EF
27723,전주,NNP
27724,향교,NNP
27725,조선,NNP
27726,시대,NNG
27727,교육,NNG
27728,기관,NNG
27729,인,VCP+ETM
27730,향교,NNG
27731,를,JKO
27732,볼,VV+ETM
27733,수,NNB
27734,있,VV
27735,습니다,EF
27736,전주,NNP
27737,남부,NNG
27738,시장,NNG
27739,전,NNG
27740,주의,NNG
27741,전주,NNG
27742,여행,NNG
27743,코스,NNG
27744,짜,VV+EC
27745,주,VX
27746,세요,EP+EF
27747,!,SF
27748,많이,MAG
27749,급합니다,VA+EF
27750,.,SF
27751,.!,SY
27752,안녕,NNG
27753,하,XSV
27754,세요,EP+EF
27755,가족,NNG
27756,여행,NNG
27757,으로,JKB
27758,전주,NNG
27759,에,JKB
27760,놀,VV
27761,러,EC
27762,가,VX
27763,려는데,EC
27764,요,MM
27765,당장,NNG
27766,이번,NNG
27767,주,NNG
27768,금요일,NNG
27769,에,JKB
27770,가,VV
27771,는데,EC
27772,어딜,NP+JKO
27773,갈지,VV+EC
27774,몰라서,VV+EC
27775,숙소,NNG
27776,는,JX
27777,라,NNG
27778,한,XSA+ETM
27779,호텔,NNG
27780,로,JKB
27781,잡,VV
27782,았,EP
27783,고,EC
27784,한옥마을,NNP
27785,쪽,NNB
27786,을,JKO
27787,가,VV
27788,고,EC
27789,싶,VX
27790,은데,EC
27791,별로,MAG
27792,걷,VV
27793,지,EC
27794,않,VX
27795,으면서,EC
27796,카페,NNG
27797,투어,NNG
27798,는,JX
27799,아닌,VCN+ETM
27800,여행,NNG
27801,코스,NNG
27802,짜,VV+EC
27803,주,VX
27804,실,EP+ETM
27805,수,NNB
27806,있,VV
27807,나요,EF
27808,호,NNBC
27809,캉,JKB
27810,스로,NNG
27811,전주,NNP
27812,1,SN
27813,박,NNBC
27814,2,SN
27815,일,NNBC
27816,여행,NNG
27817,대둔산,NNP
27818,케이블카,NNG
27819,주말,NNG
27820,에,JKB
27821,사람,NNG
27822,많,VA
27823,겠,EP
27824,죠,EF
27825,괜찮,VA
27826,은,ETM
27827,코스,NNG
27828,추천,NNG
27829,해,XSV+EC
27830,주,VX
27831,세요,EP+EF
27832,전주,NNG
27833,여행,NNG
27834,전주,NNG
27835,맛집,NNG
27836,국내,NNG
27837,여행,NNG
27838,전,NNG
27839,주달,NNG
27840,봉,NNG
27841,이,JKS
27842,달,NNG
27843,봉,NNG
27844,티비,NNG
27845,전주,NNG
27846,여행,NNG
27847,코스,NNG
27848,전주,NNG
27849,가,JKS
27850,볼,VV+ETM
27851,만,NNB
27852,한,XSA+ETM
27853,곳,NNG
27854,여수,NNG
27855,여행,NNG
27856,여수,NNG
27857,가,JKS
27858,볼,VV+ETM
27859,만,NNB
27860,한,XSA+ETM
27861,곳,NNB
27862,제주,NNP
27863,도,JX
27864,여행,NNG
27865,제주도,NNP
27866,가,JKS
27867,볼,VV+ETM
27868,만,NNB
27869,한,XSA+ETM
27870,곳,NNG
27871,여행,NNG
27872,전문,NNG
27873,전주,NNG
27874,여행,NNG
27875,코스,NNG
27876,!,SF
27877,!!,SY
27878,이미,MAG
27879,전주,NNG
27880,여행,NNG
27881,을,JKO
27882,마치,VV
27883,고,EC
27884,복귀,NNG
27885,하,XSV
27886,셨,EP+EP
27887,을,ETM
27888,것,NNB
27889,같,VA
27890,네요,EF
27891,저희,NP
27892,도,JX
27893,지난주,NNG
27894,에,JKB
27895,당일,NNG
27896,코스,NNG
27897,로,JKB
27898,전주,NNG
27899,에,JKB
27900,다녀왔,VV+EP
27901,는데요,EF
27902,주말,NNG
27903,이,VCP
27904,라서,EC
27905,그런지,VA+EC
27906,차,NNG
27907,들,XSN
27908,도,JX
27909,많,VA
27910,고,EC
27911,관광지,NNG
27912,에,JKB
27913,는,JX
27914,사람,NNG
27915,들,XSN
27916,도,JX
27917,많,VA
27918,아서,EC
27919,생각,NNG
27920,처럼,JKB
27921,많이,MAG
27922,둘러보,VV
27923,지,EC
27924,못해서,VX+EC
27925,아쉽,VA
27926,더라고요,EC
27927,최소한,NNG
27928,1,SN
27929,박,NNBC
27930,2,SN
27931,일,NNBC
27932,전주,NNP
27933,한옥마을,NNP
27934,당일치기,NNG
27935,여행,NNG
27936,질문,NNG
27937,전주,NNP
27938,여수,NNP
27939,제주도,NNP
27940,맛집,NNG
27941,여행,NNG
27942,전,NNG
27943,주달,NNG
27944,봉,NNG
27945,이,JKS
27946,달,NNG
27947,봉,NNG
27948,티비,NNG
27949,전주,NNG
27950,여행,NNG
27951,코스,NNG
27952,전주,NNG
27953,가,JKS
27954,볼,VV+ETM
27955,만,NNB
27956,한,XSA+ETM
27957,곳,NNG
27958,여수,NNG
