,words,tag
24713,.,SY
24714,10,SN
24715,월,NNBC
24716,8,SN
24717,일,NNBC
24718,날,NNG
24719,경주,NNP
24720,여행,NNG
24721,가,VV
24722,려는데,EC
24723,날씨,NNG
24724,가,JKS
24725,어떤,MM
24726,가요,NNG
24727,10,SN
24728,월,NNBC
24729,8,SN
24730,일,NNBC
24731,경주,NNP
24732,날씨,NNG
24733,는,JX
24734,대체로,MAG
24735,흐릴,VV+ETM
24736,가능,NNG
24737,성,XSN
24738,이,JKS
24739,있,VV
24740,으며,EC
24741,낮,NNG
24742,기온,NNG
24743,은,JX
24744,18,SN
24745,22,SN
24746,C,SL
24747,정도,NNG
24748,로,JKB
24749,예상,NNG
24750,돼요,XSV+EC
24751,비,NNG
24752,가,JKS
24753,내릴,VV+ETM
24754,가능,NNG
24755,성,XSN
24756,은,JX
24757,낮,VA
24758,지만,EC
24759,흐린,VV+ETM
24760,날씨,NNG
24761,가,JKS
24762,이어질,VV+ETM
24763,수,NNB
24764,있,VV
24765,으니,EC
24766,여행,NNG
24767,계획,NNG
24768,에,JKB
24769,참고,NNG
24770,하,XSV
24771,시,EP
24772,면,EC
24773,좋,VA
24774,을,ETM
24775,것,NNB
24776,경주,NNP
24777,여행,NNG
24778,코스,NNG
24779,(,SSO
24780,2,SN
24781,박,NNBC
24782,3,SN
24783,일,NNBC
24784,),SSC
24785,5,SN
24786,월,NNBC
24787,23,SN
24788,일,NNBC
24789,5,SN
24790,월,NNBC
24791,25,SN
24792,일,NNBC
24793,경주,NNP
24794,여행,NNG
24795,코스,NNG
24796,추천,NNG
24797,해,XSV+EC
24798,주,VX
24799,세요,EP+EF
24800,1,SN
24801,대상,NNG
24802,어머니,NNG
24803,자녀,NNG
24804,9,SN
24805,세,NNBC
24806,본인,NNG
24807,경주,NNP
24808,여행,NNG
24809,코스,NNG
24810,2,SN
24811,박,NNBC
24812,3,SN
24813,일,NNBC
24814,답변,NNG
24815,드립니다,VV+EF
24816,안녕,IC
24817,하,VV
24818,세요,EP+EF
24819,여행,NNG
24820,전문,NNG
24821,블로거,NNP
24822,어머님,NNG
24823,을,JKO
24824,모시,VV
24825,고,EC
24826,떠나,VV
24827,는,ETM
24828,경주,NNP
24829,여행,NNG
24830,이,JKS
24831,즐거운,VA+ETM
24832,추억,NNG
24833,으로,JKB
24834,남,VV
24835,을,ETM
24836,수,NNB
24837,있,VV
24838,도록,EC
24839,제,NP
24840,가,JKS
24841,경험,NNG
24842,한,XSV+ETM
24843,경주,NNP
24844,여행,NNG
24845,가,VV
24846,려구요,EC
24847,경주,NNP
24848,여행,NNG
24849,가,VV
24850,려고,EC
24851,하,VV
24852,는,ETM
24853,데,NNB
24854,11,SN
24855,월,NNBC
24856,초,NNB
24857,에,JKB
24858,나,JX
24859,갈,VV+ETM
24860,것,NNB
24861,같,VA
24862,아요,EF
24863,그,NP
24864,쯤,XSN
24865,되,VV
24866,면,EC
24867,날씨,NNG
24868,가,JKS
24869,많이,MAG
24870,추울,VA+ETM
24871,것,NNB
24872,같,VA
24873,은데,EC
24874,그,MM
24875,시즌,NNG
24876,에,JKB
24877,다니,VV
24878,기,ETN
24879,가,JKS
24880,괜찮,VA
24881,을까요,EC
24882,11,SN
24883,월,NNBC
24884,이,VCP
24885,면,EC
24886,가을,NNG
24887,도,JX
24888,무르익,VV
24889,어,EC
24890,갈,VX+ETM
24891,무렵,NNB
24892,이,VCP
24893,고,EC
24894,그리,MAG
24895,춥,VA
24896,지,EC
24897,않,VX
24898,아서,EC
24899,경주,NNP
24900,여행,NNG
24901,코스,NNG
24902,",",SC
24903,신경주역,NNP
24904,경주역,NNP
24905,질문,NNG
24906,드려요,VV+EC
24907,안녕,NNG
24908,하,XSV
24909,세요,EP+EF
24910,20,SN
24911,대,NNBC
24912,여성,NNG
24913,이,JKS
24914,고요,NNG
24915,친구,NNG
24916,랑,JKB
24917,여행,NNG
24918,가,VV
24919,려고,EC
24920,계획,NNG
24921,짜,VV
24922,고,EC
24923,있,VX
24924,는데,EC
24925,경주,NNP
24926,여행,NNG
24927,은,JX
24928,처음,NNG
24929,이,VCP
24930,라,EC
24931,질문,NNG
24932,드려요,VV+EC
24933,2,SN
24934,박,NNBC
24935,3,SN
24936,일,NNBC
24937,어디,NP
24938,가,JKS
24939,이동,NNG
24940,하,XSV
24941,기,ETN
24942,좋,VA
24943,을까요,EC
24944,바다,NNG
24945,위주,NNG
24946,야경,NNG
24947,여행,NNG
24948,아직,MAG
24949,숙소,NNG
24950,도,JX
24951,잡,VV
24952,기,ETN
24953,전,NNG
24954,입니다,VCP+EF
24955,경주,NNP
24956,여행,NNG
24957,시,XSN
24958,가,VV
24959,볼,EC+VX+ETM
24960,만,NNB
24961,한,XSA+ETM
24962,곳,NNG
24963,7,SN
24964,월,NNBC
24965,말,NNB
24966,에,JKB
24967,경주,NNP
24968,여행,NNG
24969,을,JKO
24970,계획,NNG
24971,했,XSV+EP
24972,는데,EF
24973,.,SF
24974,.,SY
24975,비피,NNG
24976,해,XSV+EC
24977,어떤,MM
24978,가요,NNG
24979,?,SF
24980,?,SY
24981,7,SN
24982,월,NNBC
24983,말,NNB
24984,에,JKB
24985,경주,NNP
24986,여행,NNG
24987,을,JKO
24988,계획,NNG
24989,했,XSV+EP
24990,는데,EC
24991,뉴스,NNG
24992,보,VV
24993,니,EC
24994,비,NNG
24995,가,JKS
24996,계속,MAG
24997,많이,MAG
24998,오,VV
24999,더라구요,EF
25000,여행,NNG
25001,을,JKO
25002,미뤄야,VV+EC
25003,하나,NR
25004,고민,NNG
25005,입니다,VCP+EF
25006,경주,NNP
25007,에,JKB
25008,기상,NNG
25009,예보,NNG
25010,확인,NNG
25011,하,XSV
25012,기,ETN
25013,경주,NNG
25014,여행,NNG
25015,을,JKO
25016,하,VV
25017,기,ETN
25018,전,NNG
25019,에,JKB
25020,기상,NNG
25021,예보,NNG
25022,를,JKO
25023,확인,NNG
25024,하,XSV
25025,는,ETM
25026,것,NNB
25027,이,JKS
25028,중요,NNG
25029,합니다,XSV+EF
25030,기상청,NNG
25031,이나,JC
25032,날씨,NNG
25033,앱,NNG
25034,을,JKO
25035,통해,VV+EC
25036,2,SN
25037,박,NNBC
25038,경주,NNP
25039,여행,NNG
25040,11,SN
25041,월,NNBC
25042,중순,NNG
25043,에,JKB
25044,남편,NNG
25045,과,JC
25046,경주,NNP
25047,여행,NNG
25048,을,JKO
25049,계획,NNG
25050,하,XSV
25051,고,EC
25052,있,VX
25053,는데요,EF
25054,처음,MAG
25055,가,VV+EC
25056,보,VX
25057,는,ETM
25058,곳,NNG
25059,이,VCP
25060,라,EC
25061,첫날,NNG
25062,은,JX
25063,황남,NNG
25064,관한,VV+ETM
25065,옥,NNG
25066,호텔,NNG
25067,에서,JKB
25068,1,SN
25069,박,NNBC
25070,하,VV
25071,고,EC
25072,이튿날,NNG
25073,은,JX
25074,청공,NNG
25075,한,XSA+ETM
25076,옥스,NNP
25077,테이,NNP
25078,에서,JKB
25079,1,SN
25080,박,NNBC
25081,총,MM
25082,2,SN
25083,박,NNBC
25084,3,SN
25085,일,NNBC
25086,계획,NNG
25087,인데요,VCP+EC
25088,여행,NNG
25089,스,XSN
25090,케,XSV+EC
25091,쥴,NNP
25092,을,JKO
25093,어떻,VA
25094,게,EC
25095,경주,NNP
25096,여행지,NNG
25097,추천,NNG
25098,2,SN
25099,부산,NNP
25100,을,JKO
25101,벗어난,VV+ETM
25102,경주,NNP
25103,여행지,NNG
25104,알려,VV+EC
25105,주,VX
25106,세요,EP+EF
25107,3,SN
25108,당일,NNG
25109,치,VV
25110,기,ETN
25111,로,JKB
25112,경주,NNP
25113,여행,NNG
25114,코스,NNG
25115,밑,NNG
25116,에,JKB
25117,자세,XR
25118,하,XSA
25119,게,EC
25120,권역,NNG
25121,별,XSN
25122,로,JKB
25123,여행,NNG
25124,코스,NNG
25125,를,JKO
25126,소개,NNG
25127,했,XSV+EP
25128,습니다,EF
25129,경주,NNP
25130,여행,NNG
25131,이,JKS
25132,처음,NNG
25133,이,VCP
25134,라면,EC
25135,대릉원,NNG
25136,첨성대,NNG
25137,참고,NNG
25138,로,JKB
25139,쭈니,NNP
25140,아빠,NNG
25141,블로그,NNG
25142,를,JKO
25143,방문,NNG
25144,하,XSV
25145,시,EP
25146,면,EC
25147,경주,NNP
25148,여행,NNG
25149,경주,NNP
25150,여행,NNG
25151,30,SN
25152,만,NR
25153,원,NNBC
25154,경주,NNG
25155,여행,NNG
25156,2,SN
25157,박,NNBC
25158,3,SN
25159,일,NNBC
25160,남자,NNG
25161,친구,NNG
25162,랑,JKB
25163,가,VV
25164,는데,EC
25165,숙소,NNG
25166,랑,JKB
25167,ktx,SL
25168,비,NNG
25169,는,JX
25170,다,MAG
25171,냈,VV+EP
25172,고,EC
25173,제,NP+JKG
25174,개인,NNG
25175,적,XSN
25176,으로,JKB
25177,30,SN
25178,만,NR
25179,원,NNBC
25180,이,VCP
25181,면,EC
25182,부족,NNG
25183,할까요,XSV+EC
25184,30,SN
25185,만,NR
25186,원,NNBC
25187,으로,JKB
25188,경주,NNP
25189,여행,NNG
25190,을,JKO
25191,계획,NNG
25192,하,XSV
25193,고,EC
25194,계신다면,VX+EC
25195,예산,NNG
25196,이,JKS
25197,어떻게,MAG
25198,집행,NNG
25199,되,XSV
25200,느냐,EC
25201,에,JKB
25202,따라,VV+EC
25203,충분,XR
25204,할,XSA+ETM
25205,수,NNB
25206,도,JX
25207,부족,NNG
25208,할,XSV+ETM
25209,수,NNB
25210,도,JX
25211,있,VA
25212,습니다,EF
25213,경주,NNP
25214,여행,NNG
25215,맛집,NNG
25216,경주,NNP
25217,여행,NNG
25218,가,VV
25219,고,EC
25220,싶,VX
25221,은데,EC
25222,맛집,NNG
25223,추천,NNG
25224,부탁,NNG
25225,드,VV
25226,려뇨,EC
25227,경주,NNP
25228,여행,NNG
25229,가이드,NNG
25230,교통편,NNG
25231,맛집,NNG
25232,볼거리,NNG
25233,까지,JX
25234,모두,MAG
25235,알려,VV+EC
25236,줄,VX+ETM
25237,게,NNB+JKS
25238,요,JX
25239,경주,NNP
25240,는,JX
25241,한국,NNP
25242,의,JKG
25243,역사,NNG
25244,와,JC
25245,문화,NNG
25246,가,JKS
25247,살,VV
25248,아,EC
25249,숨,NNG
25250,쉬,VV
25251,는,ETM
25252,도시,NNG
25253,로,JKB
25254,여행,NNG
25255,하,XSV
25256,기,ETN
25257,좋,VA
25258,은,ETM
25259,명소,NNG
25260,가,JKS
25261,많,VA
25262,아요,EC
25263,2025,SN
25264,년,NNBC
25265,봄,NNG
25266,경주,NNP
25267,로,JKB
25268,떠나,VV
25269,고,EC
25270,경주,NNP
25271,여행,NNG
25272,을,JKO
25273,가,VV
25274,는,ETM
25275,데,NNB
25276,갈,VV+ETM
25277,만,NNB
25278,한,XSA+ETM
25279,곳,NNG
25280,추천,NNG
25281,좀,MAG
25282,경주,NNP
25283,여행,NNG
25284,을,JKO
25285,가,VV
25286,는,ETM
25287,데,NNB
25288,갈,VV+ETM
25289,만,NNB
25290,한,XSA+ETM
25291,곳,NNG
25292,추천,NNG
25293,좀,MAG
25294,해,VV+EC
25295,주,VX
25296,세요,EP+EF
25297,경주,NNP
25298,여행,NNG
25299,추천,NNG
25300,지,NNG
25301,입니다,VCP+EF
25302,경주,NNP
25303,월드,NNG
25304,국립,NNG
25305,경주,NNP
25306,박물관,NNG
25307,황리,NNG
25308,단,MM
25309,길,NNG
25310,첨성대,NNG
25311,불국사,NNP
25312,엑스포,NNG
25313,공원,NNG
25314,등등,NNB
25315,입니다,VCP+EC
25316,2,SN
25317,월,NNBC
25318,1,SN
25319,~,SY
25320,2,SN
25321,일,NNBC
25322,경주,NNP
25323,여행,NNG
25324,날씨,NNG
25325,2,SN
25326,월,NNBC
25327,1,SN
25328,2,SN
25329,일,NNBC
25330,로,JKB
25331,경주,NNP
25332,여행,NNG
25333,가,VV
25334,는데,EC
25335,현재,MAG
25336,날씨,NNG
25337,가,JKS
25338,어떤,MM
25339,가요,NNG
25340,눈,NNG
25341,쌓였,VV+EP
25342,나요,EF
25343,시외버스,NNG
25344,타,VV
25345,고,EC
25346,가,VX
25347,는데,EC
25348,빙판길,NNG
25349,일까봐,VCP+EC+VX+EC
25350,불안,NNG
25351,해요,XSA+EF
25352,경주,NNP
25353,는,JX
25354,눈,NNG
25355,그렇게,MAG
25356,많이,MAG
25357,오,VV
25358,지,EC
25359,않,VX
25360,고,EC
25361,날씨,NNG
25362,도,JX
25363,많이,MAG
25364,춥,VA
25365,지,EC
25366,는,JX
25367,않,VX
25368,아요,EF
25369,주말,NNG
25370,에,JKB
25371,춥,VA
25372,다고,EC
25373,는,JX
25374,해도,VV+EC
25375,그때,NNG
25376,예보,NNG
25377,를,JKO
25378,보,VV
25379,는,ETM
25380,게,NNB+JKS
25381,좋,VA
25382,겠,EP
25383,죠,EF
25384,경주,NNP
25385,여행,NNG
25386,중,NNB
25387,놓치,VV
25388,지,EC
25389,말,VX
25390,아야,EC
25391,할,VX+ETM
25392,맛집,NNG
25393,과,JC
25394,카페,NNG
25395,알려,VV+EC
25396,주,VX
25397,세요,EP+EF
25398,경주,NNP
25399,여행,NNG
25400,을,JKO
25401,계획,NNG
25402,중,NNB
25403,이,VCP
25404,며,EC
25405,맛집,NNG
25406,과,JC
25407,카페,NNG
25408,에서,JKB
25409,특별,NNG
25410,한,XSA+ETM
25411,경험,NNG
25412,을,JKO
25413,하,VV
25414,고,EC
25415,싶,VX
25416,습니다,EF
25417,예,NNG
25418,를,JKO
25419,들,VV
25420,어,EC
25421,독특,XR
25422,한,XSA+ETM
25423,메뉴,NNG
25424,나,JC
25425,특별,NNG
25426,한,XSA+ETM
25427,뷰,NNP
25428,를,JKO
25429,제공,NNG
25430,하,XSV
25431,는,ETM
25432,곳,NNB
25433,혹은,MAJ
25434,전통,NNG
25435,적,XSN
25436,인,VCP+ETM
25437,분위기,NNG
25438,와,JC
25439,현대,NNG
25440,적,XSN
25441,인,VCP+ETM
25442,요소,NNG
25443,가,JKS
25444,조화,NNG
25445,를,JKO
25446,이루,VV
25447,는,ETM
25448,장소,NNG
25449,에,JKB
25450,대해,VV+EC
25451,알,VV
25452,고,EC
25453,싶,VX
25454,습니다,EF
25455,경주,NNP
25456,에,JKB
25457,가,VV
25458,면,EC
25459,황남빵,NNP
25460,과,JC
25461,2,SN
25462,박,NNBC
25463,3,SN
25464,일,NNBC
25465,경주,NNP
25466,여행,NNG
25467,일정,NNG
25468,을,JKO
25469,어떻게,MAG
25470,짜,VV
25471,야,EC
25472,할지,VX+EC
25473,고민,NNG
25474,입니다,VCP+EF
25475,.,SF
25476,2,SN
25477,박,NNBC
25478,3,SN
25479,일,NNBC
25480,경주,NNP
25481,여행,NNG
25482,아빠,NNG
25483,엄마,NNG
25484,중,NNB
25485,1,SN
25486,아들,NNG
25487,초,NNB
25488,2,SN
25489,딸,NNG
25490,1,SN
25491,일,NNBC
25492,차,NNG
25493,ktx,SL
25494,타,VV
25495,고,EC
25496,경주,NNP
25497,역하,NNG
25498,차,NNG
25499,11,SN
25500,시,NNBC
25501,숙소,NNG
25502,는,JX
25503,황리,NNG
25504,단,MM
25505,길,NNG
25506,황남,NNG
25507,고택,NNG
25508,2,SN
25509,일,NNBC
25510,차,NNG
25511,제,NP
25512,가,JKS
25513,드린,VV+ETM
25514,답변,NNG
25515,이,JKS
25516,도움,NNG
25517,되,XSV
25518,셨,EP+EP
25519,길,ETN+JKO
25520,바래요,VV+EF
25521,말씀,NNG
25522,하,XSV
25523,신,EP+ETM
25524,질문,NNG
25525,2,SN
25526,박,NNBC
25527,3,SN
25528,일,NNBC
25529,경주,NNP
25530,여행,NNG
25531,아빠,NNG
25532,엄마,NNG
25533,중,NNB
25534,1,SN
25535,아들,NNG
25536,초,NNB
25537,2,SN
25538,딸,NNG
25539,1,SN
25540,일,NNBC
25541,차,NNG
25542,ktx,SL
25543,타,VV
25544,고,EC
25545,경주,NNP
25546,여행,NNG
25547,경주,NNG
25548,여행,NNG
25549,은,JX
25550,아래,NNG
25551,를,JKO
25552,참조,NNG
25553,하,XSV
25554,시,EP
25555,면,EC
25556,더,MAG
25557,도움,NNG
25558,될,XSV+ETM
25559,거,NNB
25560,에요,VCP+EF
25561,https,SL
25562,valina,SL
25563,8342,SN
25564,tistory,SL
25565,com,SL
25566,entry,SL
25567,EC,SL
25568,B,SL
25569,2,SN
25570,9,SN
25571,C,SL
25572,EB,SL
25573,85,SN
25574,84,SN
25575,EC,SL
25576,9,SN
25577,D,SL
25578,98,SN
25579,EC,SL
25580,97,SN
25581,AD,SL
25582,EC,SL
25583,82,SN
25584,AC,SL
25585,EC,SL
25586,99,SN
25587,80,SN
25588,EA,SL
25589,B,SL
25590,0,SN
25591,90,SN
25592,EC,SL
25593,84,SN
25594,B,SL
25595,1,SN
25596,EC,SL
25597,97,SN
25598,AC,SL
25599,ED,SL
25600,96,SN
25601,89,SN
25602,EA,SL
25603,B,SL
25604,2,SN
25605,BD,SL
25606,EC,SL
25607,A,SL
25608,3,SN
25609,BC,SL
25610,ED,SL
25611,95,SN
25612,84,SN
25613,EC,SL
25614,88,SN
25615,98,SN
25616,EC,SL
25617,BD,SL
25618,94,SN
25619,EC,SL
25620,8,SN
25621,A,SL
25622,A,SL
25623,4,SN
25624,EC,SL
25625,경주,NNP
25626,여행,NNG
25627,질문,NNG
25628,경주,NNG
25629,여행,NNG
25630,코스,NNG
25631,짜,VV+EC
25632,봤,VX+EP
25633,는데요,EF
25634,이렇게,MAG
25635,가,VV
25636,도,EC
25637,되,VV
25638,나요,EF
25639,그리고,MAJ
25640,2,SN
25641,일,NNBC
25642,차,NNG
25643,에,JKB
25644,경주,NNP
25645,시내,NNG
25646,권,XSN
25647,숙소,NNG
25648,인데,VCP+EC
25649,첨성대,NNG
25650,코스,NNG
25651,와,JC
25652,황리,NNG
25653,단,MM
25654,길,NNG
25655,은,JX
25656,도보이,NNP
25657,동,NNG
25658,가능,NNG
25659,한,XSA+ETM
25660,가요,NNG
25661,아니,VCN
25662,면,EC
25663,차,NNG
25664,타,VV
25665,고,EC
25666,가,VX
25667,야,EF
25668,하나,NR
25669,요,VCP+EC
25670,1,SN
25671,일,NNBC
25672,차,NNG
25673,불국사,NNG
25674,권,XSN
25675,숙소,NNG
25676,1,SN
25677,불국사,NNG
25678,2,SN
25679,석굴암,NNG
25680,바람,NNG
25681,의,JKG
25682,언덕,NNG
25683,3,SN
25684,숙소,NNG
25685,체크인,NNG
25686,4,SN
25687,경주,NNP
25688,여행,NNG
25689,2,SN
25690,월,NNBC
25691,에,JKB
25692,2,SN
25693,박,NNBC
25694,3,SN
25695,일,NNBC
25696,로,JKB
25697,경주,NNP
25698,여행,NNG
25699,가,VV
25700,려고,EC
25701,하,VV
25702,는데,EC
25703,펜션,NNG
25704,이나,JC
25705,호텔,NNG
25706,예약,NNG
25707,은,JX
25708,몇,MM
25709,달,NNBC
25710,전,NNG
25711,부터,JX
25712,하,VV
25713,는,ETM
25714,게,NNB+JKS
25715,좋,VA
25716,을까요,EC
25717,1,SN
25718,달,NNBC
25719,전,NNG
25720,이,JKS
25721,제일,MAG
25722,좋,VA
25723,습니다,EF
25724,만,JX
25725,가,VV
25726,는,ETM
25727,날짜,NNG
25728,들,XSN
25729,이,JKS
25730,성수기,NNG
25731,라면,VCP+EC
25732,2,SN
25733,달,NNBC
25734,전,NNG
25735,에,JKB
25736,하,VV
25737,는,ETM
25738,게,NNB+JKS
25739,좋,VA
25740,겠,EP
25741,죠,EF
25742,경주,NNP
25743,여행,NNG
25744,당일치기,NNG
25745,질문,NNG
25746,이,VCP
25747,요,EC
25748,뚜,MAG
25749,버,VV
25750,기,ETN
25751,인데,VCP+EC
25752,1,SN
25753,박,NNBC
25754,할지,VV+EC
25755,당일,NNG
25756,치,VV
25757,기,ETN
25758,로,JKB
25759,갔,VV+EP
25760,다,EC
25761,올지,VX+EC
25762,모르,VV
25763,겠,EP
25764,는데,EC
25765,우선,MAG
25766,당일,NNG
25767,로,JKB
25768,갈,VV+ETM
25769,거,NNB
25770,같,VA
25771,아요,EF
25772,오전,NNG
25773,11,SN
25774,시,NNBC
25775,쯤,NNB
25776,경주,NNP
25777,터미널,NNG
25778,도착,NNG
25779,오후,NNG
25780,9,SN
25781,시,NNBC
25782,경주,NNP
25783,터미널,NNG
25784,에서,JKB
25785,집,NNG
25786,가,VV
25787,는,ETM
25788,버스,NNG
25789,11,SN
25790,시,NNBC
25791,경주,NNP
25792,버스,NNG
25793,터미널,NNG
25794,에,JKB
25795,도착,NNG
25796,한다고,XSV+EC
25797,치,VV
25798,면,EC
25799,황리,NNG
25800,단,MM
25801,길,NNG
25802,대릉원,NNG
25803,첨성대,NNG
25804,월,NNG
25805,정교,NNG
25806,동궁,NNG
25807,과,JC
25808,월지,NNG
25809,경주,NNP
25810,여행,NNG
25811,가,VV
25812,볼까,EC+VX+EC
25813,하,VX
25814,는데요,EF
25815,?,SF
25816,다른,MM
25817,곳,NNG
25818,은,JX
25819,특별히,MAG
25820,안,MAG
25821,가,VV
25822,고,EC
25823,경주,NNP
25824,만,JX
25825,보,VV
25826,려고요,EC
25827,저,NP
25828,도,JX
25829,경주,NNP
25830,여행,NNG
25831,준비,NNG
25832,하,XSV
25833,면서,EC
25834,진짜,MAG
25835,헤맸,VV+EP
25836,는데요,EF
25837,시티투어,NNP
25838,탈까,VV+EC
25839,그냥,MAG
25840,블로그,NNG
25841,한,MM
25842,번,NNBC
25843,보,VV
25844,고,EC
25845,시작,NNG
25846,해,XSV+EC
25847,보,VX
25848,세요,EP+EF
25849,경주,NNP
25850,여행,NNG
25851,헛,XPN
25852,걸음,NNG
25853,없이,MAG
25854,딱,MAG
25855,맞,VV
25856,게,EC
25857,즐기,VV
25858,고,EC
25859,싶,VX
25860,다면,EC
25861,여기,NP
25862,부터,JX
25863,보,VV
25864,시,EP
25865,는,ETM
25866,거,NNB
25867,추천,NNG
25868,드립니다,VV+EC
25869,경주,NNP
25870,여행,NNG
25871,어때요,VA+EF
25872,?,SF
25873,고등학생,NNG
25874,시절,NNG
25875,추억,NNG
25876,만들,VV
25877,까,EC
25878,해요,VX+EF
25879,ㅠ,UNKNOWN
25880,.,SF
25881,..,SY
25882,경주,NNP
25883,여행,NNG
25884,어때요,VA+EF
25885,고등학생,NNG
25886,시절,NNG
25887,추억,NNG
25888,만들,VV
25889,까,EC
25890,해요,VX+EF
25891,로또,NNP
25892,되,VV
25893,는,ETM
25894,꿈,NNG
25895,꿨,VV+EP
25896,는데,EC
25897,해몽,NNG
25898,해줘요,XSV+EC+VX+EC
25899,컴퓨터,NNG
25900,조립식,NNG
25901,은,JX
25902,얼마,NNG
25903,죠,VCP+EF
25904,경주,NNP
25905,여행,NNG
25906,은,JX
25907,고등학생,NNG
25908,시절,NNG
25909,의,JKG
25910,추억,NNG
25911,을,JKO
25912,만들,VV
25913,기,ETN
25914,에,JKB
25915,아주,MAG
25916,좋,VA
25917,은,ETM
25918,선택,NNG
25919,입니다,VCP+EF
25920,경주,NNP
25921,는,JX
25922,한국,NNP
25923,의,JKG
25924,역사,NNG
25925,와,JC
25926,문화,NNG
25927,를,JKO
25928,느낄,VV+ETM
25929,수,NNB
25930,있,VV
25931,는,ETM
25932,도시,NNG
25933,로,JKB
25934,남자,NNG
25935,혼자,NNG
25936,경주,NNP
25937,여행,NNG
25938,4,SN
25939,박,NNBC
25940,5,SN
25941,일,NNBC
25942,일정,NNG
25943,및,MAJ
25944,숙소,NNG
25945,예약,NNG
25946,문,NNG
25947,의,JKG
25948,혼자,NNG
25949,경주,NNP
25950,여행,NNG
25951,멋지,VA
25952,게,EC
25953,계획,NNG
25954,중,NNB
25955,이,VCP
25956,시,EP
25957,네요,EC
25958,4,SN
25959,박,NNBC
25960,5,SN
25961,일,NNBC
25962,이,VCP
25963,면,EC
25964,여유,NNG
25965,있,VV
25966,게,EC
25967,경주,NNG
25968,를,JKO
25969,제대로,MAG
25970,느낄,VV+ETM
25971,수,NNB
25972,있,VV
25973,는,ETM
25974,일정,NNG
25975,이,VCP
25976,에요,EF
25977,가성,NNG
25978,비,XPN
25979,숙소,NNG
25980,경주역,NNP
25981,근처,NNG
25982,게스트,NNP
25983,하우스,NNP
25984,나,JC
25985,황리,NNG
25986,단,MM
25987,길,NNG
25988,쪽,NNB
25989,한옥,NNP
25990,게스트,NNP
25991,하우스,NNP
25992,가,JKS
25993,가격,NNG
25994,도,JX
25995,좋,VA
25996,고,EC
25997,접근성,NNG
25998,도,JX
25999,좋,VA
26000,아요,EF
26001,바닷가,NNG
26002,이동,NNG
26003,경주,NNP
26004,여행,NNG
26005,루트,NNG
26006,천마총,NNG
26007,경주,NNP
26008,중앙,NNG
26009,시장,NNG
26010,경주,NNP
26011,여행,NNG
26012,일정,NNG
26013,을,JKO
26014,천마총,NNG
26015,갔,VV+EP
26016,다가,EC
26017,중앙,NNG
26018,시장,NNG
26019,가,VV
26020,려고,EC
26021,하,VV
26022,는데,EC
26023,네이버,NNP
26024,지도,NNG
26025,에,JKB
26026,검색,NNG
26027,해,XSV+EC
26028,보,VX
26029,니까,EC
26030,다시,MAG
26031,밑,NNG
26032,으로,JKB
26033,내려갔,VV+EP
26034,다가,EC
26035,올라가,VV
26036,라고,EC
26037,하,VV
26038,네요,EC
26039,동선,NNG
26040,낭비,NNG
26041,너무,MAG
26042,심한,VA+ETM
26043,데,NNB
26044,지도,NNG
26045,에,JKB
26046,나온,VV+ETM
26047,거,NNB
26048,처럼,JKB
26049,삥,MAG
26050,돌아가,VV
26051,야,EF
26052,하나,NR
26053,요,VCP+EC
26054,중간,NNG
26055,에,JKB
26056,나가,VV
26057,는,ETM
26058,문,NNG
26059,없,VA
26060,나요,EC
26061,천마총,NNG
26062,20,SN
26063,대,NNBC
26064,중반,NNG
26065,여성,NNG
26066,경주,NNP
26067,여행,NNG
26068,식당,NNG
26069,및,MAJ
26070,술집,NNG
26071,추천,NNG
26072,해,XSV+EC
26073,주,VX
26074,세요,EP+EF
26075,7,SN
26076,월,NNBC
26077,에,JKB
26078,친구,NNG
26079,들,XSN
26080,이랑,JC
26081,경주,NNP
26082,여행,NNG
26083,을,JKO
26084,가,VV
26085,는데,EC
26086,경주,NNP
26087,에,JKB
26088,대해서,VV+EC
26089,마땅히,MAG
26090,잘,MAG
26091,알,VV
26092,지,EC
26093,못해서,VX+EC
26094,막막,XR
26095,하,XSA
26096,네요,EC
26097,20,SN
26098,대,NNBC
26099,여자,NNG
26100,이,VCP
26101,며,EC
26102,술,NNG
26103,을,JKO
26104,좋아합니다,VV+EC
26105,황리,NNG
26106,단,MM
26107,길,NNG
26108,이랑,JC
26109,보문,NNG
26110,단지,MAG
26111,핫,NNG
26112,플,NNG
26113,추천,NNG
26114,해,XSV+EC
26115,주,VX
26116,세요,EP+EF
26117,그리고,MAJ
26118,맛있,VA
26119,는,ETM
26120,식당,NNG
26121,도,JX
26122,추천,NNG
26123,부탁,NNG
26124,드립니다,VV+EC
26125,하루,NNG
26126,는,JX
26127,시내,NNG
26128,권,XSN
26129,경주,NNP
26130,여행,NNG
26131,1,SN
26132,박,NNBC
26133,2,SN
26134,일,NNBC
26135,경주,NNP
26136,여행,NNG
26137,1,SN
26138,박,NNBC
26139,2,SN
26140,일,NNBC
26141,경비,NNG
26142,어느,MM
26143,정도,NNG
26144,나올까요,VV+EF
26145,숙소,NNG
26146,랑,JKB
26147,교통비,NNG
26148,빼,VV
26149,고요,EC
26150,쓰,VV
26151,기,ETN
26152,나름,NNB
26153,이,VCP
26154,지만,EC
26155,식대,NNG
26156,입장료,NNG
26157,간식,NNG
26158,정도,NNG
26159,이,VCP
